scorer,,,Priyank Namdev,Priyank Namdev,Priyank Namdev,Priyank Namdev,Priyank Namdev,Priyank Namdev,Priyank Namdev,Priyank Namdev
bodyparts,,,Index_Left,Index_Left,Index_Right,Index_Right,Hand_Left,Hand_Left,Hand_Right,Hand_Right
coords,,,x,y,x,y,x,y,x,y
labeled-data,20220717_210510 -2_4,img0024.png,,,,,,,,
labeled-data,20220717_210510 -2_4,img0122.png,886.7551607920237,520.2817329026823,,,,,,
labeled-data,20220717_210510 -2_4,img0148.png,799.1809436876844,488.57382670973186,,,,,,
labeled-data,20220717_210510 -2_4,img0179.png,741.8047324813931,444.7867181575622,1040.7649908720687,411.56891166970934,,,,
labeled-data,20220717_210510 -2_4,img0251.png,740.2948321864907,411.56891166970934,833.9086504704397,416.0986125544166,936.5818705238029,715.0588709450922,1095.121401488555,512.7322314281703
labeled-data,20220717_210510 -2_4,img0282.png,738.7849318915884,399.4897093104902,821.8294481112204,396.46990872068534,939.6016711136077,701.4697682909705,1069.4530964752144,514.2421317230727
labeled-data,20220717_210510 -2_4,img0320.png,734.2552310068811,393.4501081308806,806.7304451621964,393.4501081308806,938.0917708187054,677.3113635725322,1060.3936947058,497.6332284791463
labeled-data,20220717_210510 -2_4,img0367.png,735.7651313017835,391.9402078359782,811.2601460469035,390.43030754107576,938.0917708187054,675.8014632776296,1058.8837944108973,490.0837270046343
labeled-data,20220717_210510 -2_4,img0449.png,738.7849318915884,393.4501081308806,815.7898469316109,396.46990872068534,942.6214717034126,677.3113635725322,1066.4332958854093,494.6134278893415
labeled-data,20220717_210510 -2_4,img0459.png,743.3146327762955,396.46990872068534,824.8492487010252,399.4897093104902,947.1511725881197,686.3707653419465,1069.453096475214,494.6134278893415
labeled-data,20220717_210510 -2_4,img0566.png,767.473037494734,388.92040724617334,842.968052239854,388.92040724617334,951.6808734728269,692.4103665215562,1089.0818003089457,506.6926302485607
labeled-data,20220717_210510 -2_4,img0594.png,776.5324392641484,387.4105069512709,847.4977531245612,384.3907063614662,957.7204746524366,687.8806656368489,1092.1016008987503,505.1827299536583
labeled-data,20220717_210510 -2_4,img0729.png,784.0819407386604,396.46990872068534,877.6957590226092,400.9996096053926,971.3095773065583,692.4103665215562,1107.2006038477743,533.870835556804
labeled-data,20220717_210510 -2_4,img0791.png,818.8096475214155,397.97980901558776,904.8739643308526,396.46990872068534,983.3887796657774,698.4499677011657,1131.3590085662127,538.4005364415111
labeled-data,20220717_210510 -2_4,img1180.png,867.1264569582924,396.46990872068534,948.661072883022,394.9600084257829,1024.1560876281424,695.430167111361,1193.2649206572114,550.4797388007303
labeled-data,20220717_210510 -2_4,img1286.png,942.6214717034126,314.93529279595566,1137.3986097458223,314.93529279595566,1231.0124280297714,619.9351523662408,,
labeled-data,20220717_210510 -2_4,img1392.png,,,,,,,,
labeled-data,20220717_210510 -2_4,img1630.png,,,,,,,,
labeled-data,20220717_210510 -2_4,img1664.png,,,,,,,,
labeled-data,20220717_210510 -2_4,img1697.png,,,,,,,,
